address,description,phone,price,title
"Claremont Road, St Margarets, Twickenham, Richmond, TW1","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£2,250,000 ,Guide price","5 bedroom detached house for sale, - "
Heathfield Terrace London SE18,"*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£250,000 ,Guide price","2 bedroom flat for sale, - "
"Orchard Close, Bushey Heath, WD23.","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£699,950 ","4 bedroom semi-detached house for sale, - "
"Hartismere Road, London",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£575,000 ","2 bedroom flat for sale, - "
"Feldman Close, Stoke Newington",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£450,000 ","2 bedroom apartment for sale, - "
"Oakhurst Grove, East Dulwich, London, SE22","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£550,000 ","2 bedroom flat for sale, - "
"Old Market Square, London, E2",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£525,000 ,Guide price","3 bedroom flat for sale, - "
"Alders Close, Aldersbrook","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£285,000 ,Offers in excess of","1 bedroom ground floor flat for sale, - "
"Michael Road, Leytonstone, E11","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£700,000 ,Guide price","2 bedroom terraced house for sale, - "
Ormiston Road London SE10,"VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£875,000 ","3 bedroom terraced house for sale, - "
"Malyons Road, SE13","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£400,000 ,Offers in excess of","2 bedroom flat for sale, - "
"Hyde Park Gardens, London, W2","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£4,250,000 ,Guide price","4 bedroom penthouse for sale, - "
North Hayes,"An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£499,950 ","3 bedroom semi-detached house for sale, - "
"Anselm Road, London",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£750,000 ","3 bedroom flat for sale, - "
"Onslow Mews West, South Kensington, London, SW7","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£3,450,000 ","3 bedroom mews for sale, - "
"Clapham Common North Side, Clapham, SW4","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£995,000 ","1 bedroom maisonette for sale, - "
"West Green Road, London",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£445,000 ,Offers in region of","2 bedroom apartment for sale, - "
Chislehurst Road Bickley BR1,One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439," ,Price on application","9 bedroom house for sale, - "
"Plot 40 at Mode, Centric Close, Oval Road NW1","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£660,000 ","1 bedroom apartment for sale, - "
"Amott Road, Peckham Rye, London, SE15","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£1,250,000 ","4 bedroom terraced house for sale, - "
"Sternhold Avenue, London, SW2",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£415,000 ,Guide price","1 bedroom flat for sale, - "
"Lea Bridge Road, Leyton","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£800,000 ,Offers in excess of","5 bedroom townhouse for sale, - "
Crescent Gardens Swanley BR8,"A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£299,995 ","2 bedroom maisonette for sale, - "
"Pennine Drive, London, NW2","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£430,000 ","2 bedroom apartment for sale, - "
"Sheen Park, Richmond","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£2,250,000 ","6 bedroom semi-detached house for sale, - "
"Palace Mansions, Earsby Street, London, W14","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£1,450,000 ,Guide price","4 bedroom flat for sale, - "
"Brentford, Middlesex",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£675,000 ","3 bedroom terraced house for sale, - "
"Selwyn Court, Church Road, Richmond","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£625,000 ","2 bedroom flat for sale, - "
Roan Street Greenwich SE10,A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£749,950 ","2 bedroom terraced house for sale, - "
